,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,NAME2,geometry
65,69,95.0,BOBBY BOWDEN FIELD AT DOAK CAMPBELL STADIUM,403 STADIUM DRIVE,TALLAHASSEE,FL,32304,NOT AVAILABLE,SINGLE USE,OPEN,79560.0,LEON,48289,USA,30.43817000100006,-84.30438999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://seminoles.com/sports/football/facilities/bobby-bowden-field-at-doak-s-campbell-stadium/,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9384721.7664 3559997.771399997)
66,70,97.0,BEN HILL GRIFFIN STADIUM,157 GALE LEMERAND DRIVE,GAINESVILLE,FL,32611,2002,SINGLE USE,OPEN,88548.0,ALACHUA,12001,USA,29.649910001000023,-82.34860721799998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://floridagators.com/facilities/?id=1,2015-01-30,2018-08-14,THE SWAMP,POINT (-9167005.023 3458627.949000001)
67,71,98.0,RICCARDO SILVA STADIUM,11200 SW 8TH STREET,MIAMI,FL,33199,NOT AVAILABLE,SINGLE USE,OPEN,20000.0,MIAMI-DADE,12086,USA,25.75246605800004,-80.37787751899998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.fiusports.com/sports/2014/6/18/GEN_0618143537.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-8947624.3965 2968454.9651000015)
68,72,99.0,BOBBY DODD STADIUM,155 NORTH AVENUE NW,ATLANTA,GA,30332,NOT AVAILABLE,SINGLE USE,OPEN,55000.0,FULTON,17057,USA,33.772500000000036,-84.39285000099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://ramblinwreck.com/sports/genrel/facilities/bobby-dodd-stadium/,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9394569.0887 3998295.088299997)
69,73,100.0,SANFORD STADIUM,SANFORD DRIVE AND FIELD STREET,ATHENS,GA,30605,NOT AVAILABLE,SINGLE USE,OPEN,92746.0,CLARKE,19039,USA,33.94980280600004,-83.37338834699995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://georgiadogs.com/sports/2017/6/16/sanford-stadium.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9281083.1365 4022063.759300001)
70,74,101.0,ALOHA STADIUM,99-500 SALT LAKE BOULEVARD,HONOLULU,HI,96818,NOT AVAILABLE,SINGLE USE,OPEN,50000.0,HONOLULU,15003,USA,21.372820000000047,-157.92996999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://alohastadium.hawaii.gov/,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-17580683.8414 2436389.3159000017)
71,75,102.0,KINNICK STADIUM,825 STADIUM DR,IOWA CITY,IA,52240,NOT AVAILABLE,SINGLE USE,OPEN,70585.0,JOHNSON,56019,USA,41.65865000000008,-91.55110999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://hawkeyesports.com/sports/2016/6/13/facilities-iowa-kinnick-stadium-html.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-10191422.9468 5109983.226300001)
72,76,103.0,JACK TRICE STADIUM,1798 SOUTH FOURTH STREET,AMES,IA,50010,NOT AVAILABLE,SINGLE USE,OPEN,61500.0,STORY,19169,USA,42.013990000000035,-93.63575999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.fpm.iastate.edu/maps/buildings/building.asp?id=65,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-10423485.1232 5163075.308600001)
73,77,104.0,ALBERTSONS STADIUM,1400 BRONCO LANE,BOISE,ID,83706,NOT AVAILABLE,SINGLE USE,OPEN,36387.0,ADA,16001,USA,43.60283000000004,-116.19585999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://broncosports.com/facilities/?id=1,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-12934863.967500001 5404183.528499998)
74,78,105.0,KIBBIE-ASUI ACTIVITY CENTER,711 S RAYBURN ST,MOSCOW,ID,83844,NOT AVAILABLE,SINGLE USE,OPEN,16000.0,LATAH,16057,USA,46.726282937000065,-117.01791522899998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.uidaho.edu/infrastructure/administrative-operations/uss/asui-kibbie-activity-center,2015-01-30,2018-08-14,KIBBIE DOME,POINT (-13026374.737 5897510.364200003)
75,79,106.0,MEMORIAL STADIUM (ILLINOIS),1402 S 1ST ST,CHAMPAIGN,IL,61820,NOT AVAILABLE,SINGLE USE,OPEN,60670.0,CHAMPAIGN,17019,USA,40.099342715000034,-88.23595592499998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://fightingillini.com/sports/2015/3/24/memorialstadium.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9822381.6832 4880389.011)
76,80,107.0,RYAN FIELD,1501 CENTRAL STREET,EVANSTON,IL,60208,0840,SINGLE USE,OPEN,49256.0,COOK,27031,USA,42.065439999000034,-87.69248999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nusports.com/facilities/?id=1,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9761883.3332 5170787.084600002)
77,81,108.0,LEGION FIELD,400 GRAYMONT AVENUE WEST,BIRMINGHAM,AL,35204,4008,SINGLE USE,OPEN,71594.0,JEFFERSON,22051,USA,33.51149000000004,-86.84264999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.birminghamal.gov/parks-and-recreation/legion-field/,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9667279.5771 3963394.175499998)
78,82,109.0,BRYANT-DENNY STADIUM,920 PAUL W. BRYANT DRIVE,TUSCALOOSA,AL,35401,NOT AVAILABLE,SINGLE USE,OPEN,101821.0,TUSCALOOSA,01125,USA,33.207640000000026,-87.55045999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://rolltide.com/sports/2016/6/10/facilities-bryant-denny-html.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9746072.6259 3922897.2435000017)
79,83,110.0,JORDAN-HARE STADIUM,251 SOUTH DONAHUE DRIVE,AUBURN,AL,36849,NOT AVAILABLE,SINGLE USE,OPEN,87451.0,LEE,48287,USA,32.602199839000036,-85.48918907099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://auburntigers.com/sports/2018/6/11/facilities-jordan-hare-stadium-html.aspx,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9516612.9957 3842620.901900001)
80,84,111.0,VETERANS MEMORIAL STADIUM,SOUTH GEORGE WALLACE DR AND MELTON CARTER DR,TROY,AL,36081,NOT AVAILABLE,SINGLE USE,OPEN,30402.0,PIKE,28113,USA,31.79958424000006,-85.95183721699999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://troytrojans.com/sports/2013/12/4/FB_1204132527.aspx?id=314,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9568114.7517 3737031.599799998)
81,85,112.0,DONALD W. REYNOLDS RAZORBACK STADIUM,350 N RAZORBACK RD,FAYETTEVILLE,AR,72701,NOT AVAILABLE,SINGLE USE,OPEN,72000.0,WASHINGTON,48477,USA,36.06809000000004,-94.17893999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://arkansasrazorbacks.com/page/donald-w-reynolds-razorback-stadium,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-10483951.6443 4309994.500299998)
82,86,113.0,WAR MEMORIAL STADIUM (ARKASAS),1 STADIUM DRIVE,LITTLE ROCK,AR,72205,NOT AVAILABLE,SINGLE USE,OPEN,54120.0,PULASKI,05119,USA,34.74985001500005,-92.33008998199995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.wmstadium.com/,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-10278138.6017 4129938.5085999966)
83,87,114.0,HUSKIE STADIUM,1245 STADIUM DRIVE SOUTH,DEKALB,IL,60115,NOT AVAILABLE,SINGLE USE,OPEN,24000.0,DEKALB,29063,USA,41.93395000000004,-88.77781000099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://niuhuskies.com/facilities/?id=6,2015-01-30,2018-08-14,BRIGHAM FIELD AT HUSKIE STADIUM,POINT (-9882700.6031 5151090.603500001)
84,88,115.0,MEMORIAL STADIUM (INDIANA),701 EAST 17TH STREET,BLOOMINGTON,IN,47408,NOT AVAILABLE,SINGLE USE,OPEN,52656.0,MONROE,55081,USA,39.180889999000044,-86.52560999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://iuhoosiers.com/facilities/?id=6,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9631986.8458 4747615.734399997)
85,89,116.0,ROSS-ADE STADIUM,850 STEVEN BEERING DRIVE,WEST LAFAYETTE,IN,47907,NOT AVAILABLE,SINGLE USE,OPEN,57236.0,TIPPECANOE,18157,USA,40.43443000100007,-86.91841999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://purduesports.com/facilities/?id=1,2015-01-30,2018-08-14,NOT AVAILABLE,POINT (-9675714.255 4929274.753899999)
86,90,117.0,NOTRE DAME STADIUM,2010 MOOSE KRAUSE CIRCLE,NOTRE DAME,IN,46637,NOT AVAILABLE,SINGLE USE,OPEN,80795.0,SAINT JOSEPH,18141,USA,41.69837000000007,-86.23389999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.und.com/facilities/notre-dame-stadium.html,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9599513.8371 5115903.273900002)
87,91,118.0,SCHEUMANN STADIUM,3300 TILLOTSON AVENUE,MUNCIE,IN,47304,NOT AVAILABLE,SINGLE USE,OPEN,22500.0,DELAWARE,19055,USA,40.21598000000006,-85.41678999999993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ballstatesports.com/facilities/?id=9,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9508553.568 4897377.721000001)
88,92,119.0,DAVID BOOTH KANSAS MEMORIAL STADIUM,1017 WEST 11TH STREET,LAWRENCE,KS,66044,NOT AVAILABLE,SINGLE USE,OPEN,50071.0,DOUGLAS,32005,USA,38.963046518000056,-95.24633850799995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://kuathletics.com/sports/2013/6/27/facilities-memorial-stadium.aspx?id=201,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-10602773.9026 4716379.684799999)
89,93,120.0,BILL SYNDER FAMILY FOOTBALL STADIUM,1800 COLLEGE AVENUE,MANHATTAN,KS,66502,3308,SINGLE USE,OPEN,50000.0,RILEY,20161,USA,39.202000000000055,-96.59383999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.kstatesports.com/sports/2015/6/22/_131476205109639392.aspx?id=210,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-10752777.0826 4750647.781900004)
90,94,121.0,CARDINAL STADIUM,2800 SOUTH FLOYD STREET,LOUISVILLE,KY,40209,NOT AVAILABLE,SINGLE USE,OPEN,61000.0,JEFFERSON,22051,USA,38.20590000000004,-85.75878999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.gocards.com/facilities/lou-facilities-papajohns-cardinal-stadium.html,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9546624.8338 4608553.549500003)
91,95,122.0,KROGER FIELD,1540 UNIVERSITY DRIVE,LEXINGTON,KY,40506,0222,SINGLE USE,OPEN,61000.0,FAYETTE,48149,USA,38.022740000000056,-84.50516999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ukathletics.com/sports/2017/8/7/kroger-field.aspx?id=530,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9407072.4938 4582638.7104)
92,96,124.0,TIGER STADIUM,WEST STADIUM ROAD,BATON ROUGE,LA,70802,NOT AVAILABLE,SINGLE USE,OPEN,102321.0,EAST BATON ROUGE,22033,USA,30.412030000000073,-91.18379999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.lsusports.net/ViewArticle.dbml?ATCLID=177159,2015-01-30,2018-08-15,DEATH VALLEY,POINT (-10150534.1846 3556623.1697999984)
93,97,125.0,CAJUN FIELD,2351 W CONGRESS STREET,LAFAYETTE,LA,70506,NOT AVAILABLE,SINGLE USE,OPEN,41426.0,LAFAYETTE,22055,USA,30.215860000000077,-92.04170999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ragincajuns.com/sports/2012/8/14/Cajun%20Field.aspx?id=504,2015-01-30,2018-08-15,THE SWAMP,POINT (-10246036.2889 3531326.9201999977)
94,98,126.0,JPS FIELD AT MALONE STADIUM,WARHAWK WAY AND NORTHEAST DRIVE,MONROE,LA,71203,NOT AVAILABLE,SINGLE USE,OPEN,30427.0,OUACHITA,05103,USA,32.53092000000004,-92.06598999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ulmwarhawks.com/news/2012/3/30/205406235.aspx,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-10248739.1262 3833205.6789999977)
95,99,127.0,JOE AILLET STADIUM,1450 W ALABAMA AVE,RUSTON,LA,71272,NOT AVAILABLE,SINGLE USE,OPEN,28019.0,LINCOLN,32017,USA,32.53211619700005,-92.65592685699994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://latechsports.com/facilities/?id=4,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-10314410.5967 3833363.6208000034)
96,100,128.0,ALUMNI STADIUM,CAMPANELLA WAY,CHESTNUT HILL,MA,02467,NOT AVAILABLE,SINGLE USE,OPEN,44500.0,SUFFOLK,25025,USA,42.33511891200004,-71.16643982799997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://bceagles.com/facilities/?id=2,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-7922211.8432 5211311.570299998)
97,101,129.0,CAPITAL ONE FIELD AT MARYLAND STADIUM,STADIUM DRIVE AND VALLEY DRIVE,COLLEGE PARK,MD,20742,NOT AVAILABLE,SINGLE USE,OPEN,54000.0,PRINCE GEORGE'S,24033,USA,38.99017002200003,-76.94711001799999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.umterps.com/ViewArticle.dbml?ATCLID=208133544,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-8565713.1052 4720263.610399999)
98,102,130.0,NAVY-MARINE CORPS MEMORIAL STADIUM,550 TAYLOR AVE,ANNAPOLIS,MD,21401,2220,SINGLE USE,OPEN,35000.0,ANNE ARUNDEL,24003,USA,38.984750000000076,-76.50705999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://navysports.com/sports/2018/5/23/facilities-memorial-stadium-html.aspx,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-8516726.9613 4719487.3763)
99,103,131.0,MICHIGAN STADIUM,1201 SOUTH MAIN STREET,ANN ARBOR,MI,48104,3722,SINGLE USE,OPEN,107601.0,WASHTENAW,26161,USA,42.26587226300006,-83.74874720599996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mgoblue.com/sports/2017/6/16/facilities-michigan-stadium-html.aspx,2015-01-30,2018-08-15,THE BIG HOUSE,POINT (-9322867.8935 5200889.3967999965)
100,104,132.0,SPARTAN STADIUM (MICHIGAN),STADIUM ROAD AND RED CEDAR ROAD,EAST LANSING,MI,48824,NOT AVAILABLE,SINGLE USE,OPEN,75005.0,INGHAM,26065,USA,42.72817000100008,-84.48486999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.msuspartans.com/facilities/spartan-stadium.html,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9404812.7081 5270687.651299998)
101,105,133.0,KELLY/SHORTS STADIUM,2300 EAST CAMPUS DRIVE,MOUNT PLEASANT,MI,48858,NOT AVAILABLE,SINGLE USE,OPEN,30255.0,ISABELLA,26073,USA,43.57762000000008,-84.77081999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://cmuchippewas.com/sports/2018/7/6/facilities-football-facilities-html.aspx,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9436644.5165 5400308.883900002)
102,106,134.0,RYNEARSON STADIUM,184 WESTVIEW STREET,YPSILANTI,MI,48197,NOT AVAILABLE,SINGLE USE,OPEN,30200.0,WASHTENAW,26161,USA,42.25592000000006,-83.64737999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.emueagles.com/sports/2005/11/8/RynearsonStadium.aspx?id=38,2015-01-30,2018-08-15,THE FACTORY,POINT (-9311583.7478 5199392.443099998)
103,107,135.0,WALDO STADIUM,1903 W MICHIGAN AVENUE,KALAMAZOO,MI,49008,NOT AVAILABLE,SINGLE USE,OPEN,30200.0,KALAMAZOO,26077,USA,42.28575000200004,-85.60102001299998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://wmubroncos.com/facilities/?id=4,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-9529061.9592 5203879.982699998)
104,108,136.0,FAUROT FIELD AT MEMORIAL STADIUM,600 E STADIUM BLVD,COLUMBIA,MO,65201,NOT AVAILABLE,SINGLE USE,OPEN,71168.0,BOONE,31011,USA,38.93585000100006,-92.33319000099999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mutigers.com/facilities/?id=1,2015-01-30,2018-08-15,NOT AVAILABLE,POINT (-10278483.6942 4712486.796800002)
105,109,137.0,M.M. ROBERTS STADIUM,118 COLLEGE DRIVE,HATTIESBURG,MS,39406,0001,SINGLE USE,OPEN,36000.0,FORREST,28035,USA,31.328970000000027,-89.33122999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://southernmiss.com/sports/2018/6/21/_facilities_roberts_stadium_html.aspx?id=1216,2015-01-30,2018-08-15,THE ROCK,POINT (-9944307.0355 3675546.261)
106,110,138.0,DAVIS WADE STADIUM,90 B.S. HOOD ROAD,STARKVILLE,MS,39759,NOT AVAILABLE,SINGLE USE,OPEN,61337.0,OKTIBBEHA,28105,USA,33.456367611000076,-88.79337871699994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://hailstate.com/sports/2007/6/16/925427.aspx,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-9884433.7046 3956036.9836999997)
107,111,139.0,VAUGHT-HEMINGWAY STADIUM,ALL-AMERICAN AND HILL DRIVE,OXFORD,MS,38677,NOT AVAILABLE,SINGLE USE,OPEN,64038.0,LAFAYETTE,22055,USA,34.361980000000074,-89.53418999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.olemisssports.com/facilities/ole-facilities-hemingway.html,2015-01-30,2018-08-16,VAUGHT-HEMINGWAY STADIUM/HOLLINGSWORTH FIELD,POINT (-9966900.4394 4077511.278499998)
108,112,140.0,CARTER-FINLEY STADIUM,4600 TRINITY ROAD,RALEIGH,NC,27607,3924,SINGLE USE,OPEN,55571.0,WAKE,37183,USA,35.80077000000006,-78.71946999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://projects.ncsu.edu/facilities/buildings/carter-finley.html,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8763011.3159 4273242.146300003)
109,113,141.0,BB&T FIELD,411 DEACON BOULEVARD,WINSTON-SALEM,NC,27105,NOT AVAILABLE,SINGLE USE,OPEN,31500.0,FORSYTH,13117,USA,36.13056000000006,-80.25454999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.wakeforestsports.com/facilities/wake-bbt-field.html,2015-01-30,2018-08-16,GROVES STADIUM,POINT (-8933895.6398 4318601.129799999)
110,114,142.0,KENAN MEMORIAL STADIUM,78 STADIUM DRIVE,CHAPEL HILL,NC,27514,NOT AVAILABLE,SINGLE USE,OPEN,51000.0,ORANGE,48361,USA,35.90694000000008,-79.04788999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goheels.com/news/2012/7/15/205498261.aspx,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8799570.8631 4287824.003200002)
111,115,143.0,WALLACE WADE STADIUM,FRANK BASSET DRIVE,DURHAM,NC,27706,NOT AVAILABLE,SINGLE USE,OPEN,40004.0,DURHAM,37063,USA,35.99533000100007,-78.94172999899996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.goduke.com/ViewArticle.dbml?ATCLID=218252,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8787753.1858 4299978.806400001)
112,116,144.0,DOWDY-FINKLEN STADIUM,100 FICKLEN DRIVE,GREENVILLE,NC,27858,4353,SINGLE USE,OPEN,50000.0,PITT,37147,USA,35.59647000000007,-77.36525999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://ecupirates.com/facilities/?id=1,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8612261.3483 4245237.388099998)
113,117,145.0,MEMORIAL STADIUM (NEBRASKA),600 STADIUM DRIVE,LINCOLN,NE,68508,NOT AVAILABLE,SINGLE USE,OPEN,85458.0,LANCASTER,31109,USA,40.820620000000076,-96.70559999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.huskers.com/ViewArticle.dbml?ATCLID=734,2015-01-30,2018-08-16,SEA OF RED,POINT (-10765218.1489 4985919.050499998)
114,118,146.0,HIGHPOINT.COM STADIUM,1 SCARLET KNIGHT WAY,HIGHLAND PARK,NJ,08854,8016,SINGLE USE,OPEN,52454.0,MIDDLESEX,25017,USA,40.51357000000007,-74.46528999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://scarletknights.com/facilities/?id=2,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8289438.1646 4940855.954400003)
115,119,147.0,DREAMSTYLE STADIUM,1300 UNIVERSITY BOULEVARD SE,ALBUQUERQUE,NM,87131,NOT AVAILABLE,SINGLE USE,OPEN,39224.0,BERNALILLO,35001,USA,35.06695999900006,-106.62827000099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://golobos.com/sports/2015/5/12/GEN_2014010114.aspx,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-11869804.7207 4172984.467699997)
116,120,148.0,AGGIE MEMORIAL STADIUM,STEWART STREET AND PAYNE STREET,LAS CRUCES,NM,88003,NOT AVAILABLE,SINGLE USE,OPEN,30343.0,DONA ANA,35013,USA,32.27962000000008,-106.74108999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nmstatesports.com/sports/2015/7/30/GEN_2014010156.aspx,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-11882363.785500001 3800071.3235)
117,121,149.0,SAM BOYD STADIUM,7000 EAST RUSSELL ROAD,LAS VEGAS,NV,89122,8338,SINGLE USE,OPEN,35500.0,CLARK,32003,USA,36.08625000100005,-115.01670000099995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://unlvrebels.com/sports/2018/5/18/facilities-unlv-m-footbl-boyd-html.aspx,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-12803600.4768 4312495.738300003)
118,122,150.0,MACKAY STADIUM,EAST STADIUM WAY,RENO,NV,89512,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,WASHOE,32031,USA,39.54691999900007,-119.81753999899996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://nevadawolfpack.com/facilities/?id=14,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-13338027.5408 4800318.724299997)
119,123,379.0,CARRIER DOME,FORESTRY DRIVE AND CROUSE DRIVE,SYRACUSE,NY,13210,NOT AVAILABLE,MULTIUSE,OPEN,49250.0,ONONDAGA,36067,USA,43.03623467700004,-76.13629260699997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://cuse.com/sports/2001/8/7/carrierdome.aspx,2015-01-30,2018-08-16,THE LOUD HOUSE,POINT (-8475453.3239 5317488.761500001)
120,124,152.0,MICHIE STADIUM,700 MILLS ROAD,WEST POINT,NY,10996,NOT AVAILABLE,SINGLE USE,OPEN,38000.0,ORANGE,48361,USA,41.38754000000006,-73.96412999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goarmywestpoint.com/sports/2015/3/6/GEN_2014010113.aspx?path=football,2015-01-30,2018-08-16,BLAIK FIELD AT MICHIE STADIUM,POINT (-8233649.2886 5069672.874700002)
121,125,153.0,UB STADIUM,AUGSPURGER AND WEBSTER ROAD,AMHERST,NY,14228,NOT AVAILABLE,SINGLE USE,OPEN,30270.0,ERIE,39043,USA,42.99912999900005,-78.77749999899999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ubbulls.com/facilities/ubstadium,2015-01-30,2018-08-16,NOT AVAILABLE,POINT (-8769471.1859 5311839.424900003)
